mean_R,mean_G,mean_B,std_R,std_G,std_B,skew_G,skew_B,kurt_R,kurt_G,kurt_B
109.09487915039062,102.3785400390625,85.2418212890625,53.57949143554877,49.81860791652659,41.88925604466944,0.4487111087534015,0.7548030442439522,1.8316510702950224,2.450590473520028,4.9026004752977626
115.99746704101562,109.38880920410156,86.59745788574219,58.77216243531661,56.82484827289927,46.14800394465324,0.4163461134020075,0.7773392661595743,1.757990153105341,2.0116386903432657,4.624783796679626
116.7039794921875,104.96469116210938,79.92402648925781,53.9986231878225,49.38521241170983,39.625861939500005,0.3256187210272835,0.6303241953519693,1.6208370166285506,2.3167671629479663,5.58927148565673
100.9884033203125,93.43121337890624,81.4398193359375,47.408511616261954,42.99951702285095,38.90600304410299,0.759139558904981,1.024855194081132,2.2536813434014595,3.33014760074829,4.96879783975829
110.26248168945312,104.84651184082033,89.160888671875,54.89453622421962,52.687125687751895,45.48904447852952,0.3285939957116305,0.5105669517367611,1.8388944935065537,2.166981817402049,3.8998332357608887
100.92024230957033,93.79664611816406,79.53865051269531,56.17279778371465,52.05012427809603,44.692797725008106,0.7594608672728935,1.19965974868214,2.042063211377732,2.7700417770825787,5.095927428524348
89.83538818359375,84.53114318847656,73.7886962890625,41.3432654375387,37.57693411024728,33.9050614229972,0.924598394793578,1.2587038438296854,2.6439504884891214,3.8742447048227775,5.845400592286095
90.26132202148438,81.72221374511719,68.91757202148438,46.401700475253946,41.47045028429688,36.60778460740512,0.9048162688112956,1.3153953766452775,2.219008674041462,3.4780801161107093,5.727970800323586
126.43327331542967,118.79718017578124,87.62800598144531,63.07453701698558,61.509887163381805,52.53081576739581,0.231076778992823,0.3709784315824287,1.648601433486351,1.8228554761454163,3.4266944250777382
136.01719665527344,128.29771423339844,86.56367492675781,59.90275801479432,59.52356084203987,50.72783372758366,0.1092339074701386,0.1764758290688335,1.824528707587414,1.8714678009668173,3.5477475439620347
121.80134582519533,118.2611846923828,105.48609924316406,62.636981811879785,59.792987290070045,55.094601831872566,0.2800958660485521,0.3580389768787342,1.7756651394969505,2.138372467003561,2.96652604111624
122.10037231445312,117.07957458496094,96.6035614013672,62.45457110585796,60.17096766224954,53.13011796473239,0.3245831365819884,0.471481438215847,1.7085611671354344,1.98307650495048,3.262303272161968
143.94671630859375,128.3380584716797,102.9044952392578,59.18580774009015,56.2765222459177,47.64797815567857,-0.016238914493712,-0.026755022333226,1.6298044361882829,1.9938698522412863,3.879965856558493
134.12869262695312,120.37867736816406,101.4092254638672,59.01987712193287,56.27453991669128,48.857576427679135,0.1850569679882113,0.2827779496630523,1.68922103454408,2.043769306023092,3.5970957999591078
119.61392211914062,116.40240478515624,98.80235290527344,59.03773319412184,56.79355509833963,48.66726140562249,0.2679367083596429,0.4258127463301185,1.6382178382473116,1.912908190172374,3.547665895584961
158.69033813476562,152.76039123535156,119.93202209472656,63.46202907203725,66.2167671686381,69.1982973802457,-0.130132683434932,-0.1140260500946168,2.3230258609402856,1.9599182820186785,1.6433430185865474
