mean_R,mean_G,mean_B,std_R,std_B,skew_B,kurt_R,kurt_B
82.36859489166036,75.56716112370874,58.55471702569917,42.96089577046612,29.313367534081696,2.4692592456733857,2.777283319880742,12.812994670628504
97.57155848450492,90.92987449609474,68.28394668052407,48.86933461502013,35.67050694087539,1.5736976917166725,2.241795371809495,7.89777116206942
99.59233276643992,87.76605017006803,62.86895707357017,54.27609645243559,36.78713808727425,1.4080633914163412,1.6135457862700713,7.645954436893839
75.08360103300579,67.44569633408919,55.59110056059461,36.56010143985214,27.676412830569856,2.162133167486528,3.48055955684419,10.598378794623454
86.88871567145377,81.4050925925926,65.85048185941044,44.4852535599349,34.73495227532535,0.8839542960801798,2.2578440967964637,6.074232429070429
76.95386117409927,69.73478048626858,55.61010723733938,41.83709322112294,30.633037224847318,2.482835691721925,3.090587515731211,10.75293009387238
62.11587852733686,56.78498204837491,46.16872952884858,27.240310967144165,19.51295533350855,2.9604487317507875,4.395035941357069,16.69238809592722
61.948274911816576,53.3085120622323,40.63199168556312,32.009875399794346,21.35448987023365,3.058859256446528,3.2695000870551563,16.50670854293864
110.04878039178634,102.385511148904,71.23025321239606,49.56985470435124,38.2312919018592,1.1969932088566335,2.169242616991247,6.1305976784380425
135.10960726883346,127.39738441672964,85.66601710128496,53.36585108259237,42.13990452455101,0.2850473555158049,1.7043891052105309,4.383775651434072
105.7398510330058,102.16214332955404,89.48109174225246,52.20902870575115,47.11872583578511,1.1018389384348726,2.9910370890104567,4.508479521661543
108.40167548500882,103.31082294028722,82.96087254346183,61.660294476004665,53.754001214549135,1.2198960302019135,2.4720281770290016,4.279890003944762
146.13237748803226,130.50481072058454,105.1435263920383,56.77389199373566,43.139354178614056,0.1560373396240771,1.4255716538479732,4.276506765936428
129.1985308012094,115.43850387377174,96.59272644242884,59.64861294858544,47.46116377257319,0.6378901048528075,1.6453490251451957,4.104931386515155
105.45803413958176,102.22376543209876,84.74727182539682,54.78388601009462,44.221192517472566,1.207654815546563,1.968153774671552,4.636054868582137
181.52162068531115,175.6174965356513,142.77176240866717,54.37833929283448,59.90112467827984,-0.204597420344996,2.473097405706835,1.6795969453489783
190.3927941546989,186.46154572940287,147.7511967750063,47.15045068423614,52.75497439839887,-0.418625396762241,3.019747367140896,1.9269051519283809
159.35568625598387,148.73678823381204,116.21014424288234,52.41768747596867,51.24579070108844,0.2385547854341239,2.3515985674001256,2.574197247315758
153.8950066137566,148.9789737654321,120.27087270093224,50.18728293654773,49.60949635639803,0.1213911672217638,2.443667420656652,2.559514320399467
119.10951278659611,109.69229497354496,79.1048831569665,47.77143802090684,37.10294232711788,0.8554328523994469,2.451205455896852,6.7362712733718375
123.81339758125472,113.87356308264046,86.06904683169564,45.65865786397831,36.56931434656784,0.5702455713113328,2.2717538863343565,5.520603725116937
106.40645864827412,98.6826026706979,70.54246582892416,54.8038212797329,44.01211996881117,1.2173783957996436,2.2282885053908914,5.357049176706638
112.08513243260268,104.38095631771228,80.01443609851349,44.76562502178831,32.434503968419094,0.60550378358324,1.7079572716705067,6.197643193879253
95.6038595993953,82.23219403502142,59.57803051776266,44.31011650157242,33.001959336249115,1.375975735234068,2.546599018017137,8.275861910603597
84.32706207482993,74.98329632779037,51.88371598639456,48.035175962650726,31.552208112042265,1.7388383907360934,1.6075127713680628,8.635210814755013
88.60954034391534,76.96372669438145,54.82196003401361,46.24405660196006,29.576319467492283,1.322282458145558,1.3564366231522105,8.10674829557601
84.46676980977576,74.192578420257,53.00850733812043,44.792333508716965,29.29297081611287,2.001609593217861,1.7091489932292,9.344175793258898
113.91602497480474,103.78112402368356,78.77024281934996,53.74338274995556,41.957405478953866,1.208975363247826,1.9087685546958968,5.138291832357302
101.36449278785588,89.55534297052154,72.12128369866466,53.643143712754885,45.69745790450558,1.5628768562308315,3.0360165486565243,5.764914282860825
85.3856253149408,73.13673154446964,59.19292485512724,46.36386546696954,38.43547742644678,1.834732352720304,3.242361561901485,6.865163265998595
73.49527195137314,62.521471088435376,48.39684901738473,41.20862544011532,30.79589213878412,2.044569499904733,3.0282337686920275,9.708916190579886
85.29008015243134,72.55161879566641,57.48544186192996,45.54505776307778,34.1812088913352,2.099228046316709,2.706482478148925,8.531405312125614
81.10502094356261,71.27235292265054,57.58865189594356,45.47496203898381,36.96043620353704,1.682103351380691,2.9278881833118726,6.709582779701698
81.88548359158479,71.7485158415218,55.62106324011086,43.48750645190599,31.607658194320003,1.902054455524524,2.3677344899945325,8.484411896534446
106.51996330939784,91.79494205089443,69.27845096371883,53.24080318481622,41.21311109116719,1.295256195603924,2.179251029224779,6.06937616864067
91.65130149281936,80.32831790123457,62.83905344545226,48.80558665199396,35.93931285052814,1.4514375970989883,2.054063551537299,6.985748545244092
105.03990299823631,92.73875267699673,71.30864984882842,59.76812313316032,47.90761914791018,1.6764114481419674,2.514571879645931,6.091498948011092
114.28053350970018,100.02060893801963,73.87689751826656,50.46714243545982,37.77251919315364,0.8741792489339093,1.9004384392749456,6.055986002260719
96.36458727009322,83.06769652305367,65.30783493953138,45.65283939994507,35.61305250493527,1.6110516593686024,2.481756763453712,6.701832814039953
90.07850686570924,77.1340663580247,59.2514132968002,46.75373233795586,31.51566734456369,1.8153235047266336,1.7532725818790336,8.491972030298504
82.98055240614764,74.16922556059461,55.285045036533134,46.13346101426481,33.69383472641993,2.384392151698564,3.014796114935291,10.59547256848419
65.71845080624843,56.21741543839758,45.357020817586296,34.91698214147435,26.35638715882285,2.548329658897796,3.969176871959073,12.226544742905473
55.38083034139581,49.01694775132275,38.92453231292517,29.9797843972003,22.61894713186968,2.8500475122315425,5.4572319928966655,16.842125357637187
73.3582175925926,66.685759952129,56.65426193625599,36.82662126083056,32.73878830712294,1.543412720401686,4.123760423166469,6.6022280422954776
131.37622039556564,120.23124921264802,80.07872338750315,45.278131481449925,39.2358122000332,0.1726037529842335,1.9771801094437391,3.5064659767987867
120.95526659737968,109.47383629377676,69.20967183169564,40.09705991474906,31.008581893379805,0.3703012882086223,2.280124144902268,6.375011764085175
124.090447058453,122.2750574766944,81.48996126228269,47.90686921176171,41.90217975456456,0.6038499258588003,2.573468647589291,4.397072021403435
104.89897093096498,96.62016565885614,66.869779856387,42.43044529840383,31.373758505067787,0.7478917918072227,2.2816653433790424,7.633014846734511
132.93929516250944,130.85716647770218,94.47118685437138,46.11586081574888,44.15455769258838,0.1887562043295194,2.484832608538964,2.956625116741664
135.96050642479213,126.1626275510204,88.90243134290753,47.79526562071714,43.92283222438305,0.748970930481797,2.920614638920631,4.094986081879349
122.2642471340388,113.4265833648274,80.52671485260771,45.95940341742811,37.67506559378337,0.740721434910283,2.607561097395983,5.774520868668229
127.84238788107837,118.93263416477704,91.92962254346185,53.161960778023,48.21824739023746,0.5774310799216226,2.3176805137628183,3.424615743094316
161.9860008818342,150.7829152494331,107.17678020282187,44.0307735475145,44.545732208460585,0.0988763438338517,3.008349359165391,2.871634240734357
156.1885826089695,147.87890132905014,111.5600001574704,45.60088807462679,43.86858364575679,0.1537950007737633,2.6962844741482286,3.148070588563615
165.75343679138322,152.70090073066262,111.93218931090956,43.73385182762928,42.44388454820445,-0.2208233183573016,2.768150680245104,3.120327260420133
150.09303744646007,143.10163139329805,105.16989874653564,43.97489305097758,41.935251629990645,0.2012964614773226,2.6709896637577213,3.229790566548489
171.51095993953138,159.05555555555554,118.48682760141094,40.33374588515221,44.12114697841299,-0.1233778580230749,3.5010592820442903,2.445043106154265
183.46490378558832,171.8811649659864,132.46764377047114,45.70783189936394,48.90110560937432,-0.4090540640739691,3.055654300127684,2.332340706109029
180.6106938145629,167.76103867472915,126.7098293020912,45.28629835417114,47.800005956949065,-0.2633861250335164,3.299162341843244,2.6580257090273838
163.61794926303855,154.14784501763668,116.31019305870495,50.55046042677985,44.72624762908655,-0.6085270618190151,2.2772714143734505,3.715911835436976
171.35258802595112,163.61420540438397,118.60278486394556,44.01463811377097,46.88732396111716,0.0209872083475838,2.90660876622861,2.2571131681386016
151.2261865394306,139.7508385298564,108.45025116528092,52.58892386355127,50.48908952669127,0.218614663674546,2.2471972881493114,2.6450152548473085
154.98496945074325,142.4277407722348,103.68265778533636,51.28478763805028,50.17047096443739,0.2104452765748835,2.3265470280362237,2.5402319267286613
142.67945719954648,130.35258015243133,93.52462836986646,42.39589077448869,36.37101696735596,0.3735258678321548,2.710726330921219,5.004479963059798
150.5956278344671,138.7674752771479,98.87785021415974,56.26906262419024,51.60675045225591,0.1796434193764494,2.079840213000815,2.939562093817778
163.86833900226756,155.0679366654069,117.11423689846308,53.68747772602569,49.04384252239637,-0.3159219199859465,2.233323641342826,3.207049847052528
