pca_1,pca_2
-1777.65369992076,-51.976255548659715
-1772.4395136495048,90.92542394191031
-1775.0825868992283,-5.19482194871638
-1756.0732492472357,-24.822730697691664
-1779.862601869066,4.80962512697561
-1740.3919732997851,7.318771723302906
-1745.0021544003885,-0.3926271780786534
-1740.177889623828,-3.371647361254279
-1802.4507788712963,399.572824090645
-1798.1654525568733,194.95989921077464
-767.5348642817065,424.5437138977235
-1788.9676944606747,125.615558333219
-1799.292249194477,90.22921831837814
-1793.9314973992714,95.0249827102777
-1792.3179749513886,-0.7567985710142845
-1614.271430638999,88.18665337552665
-1738.1602077690172,47.44544802632004
-1784.2126597682097,117.74677852001071
-1799.9248322208136,223.81108867329237
-1788.1831066280422,-34.08209824505564
-1784.094864491592,-46.98174483730796
-1787.5837453525369,31.12270212611754
-1789.6383079603584,7.248847850758891
-1780.6419179351992,30.334155160729026
-1766.0873887701491,12.821959315276281
-1777.0431985544817,68.77954587847864
-1781.174405154039,77.66574093757305
-1797.1349973983733,334.6689376254081
-1797.4721003015416,286.96464988467335
-1784.7258947822331,246.29872403919637
-1778.4764572786028,61.695637743511824
-1781.3642918626206,156.1631551833013
-1791.13802587589,235.36461388094804
-1779.5867670574357,157.49612832271555
-1796.1468454236942,218.1809353908026
-1783.4930872394461,141.5727088385695
-1774.4795190900452,203.0261618364469
-1793.9512189291227,61.43593469323197
-1778.0099830111778,185.08011954190064
-1777.0101605064408,159.43705411742272
-1769.2349032185225,56.08034148259578
-1765.3490814391,30.59597137510608
-1770.3139298877463,-15.06489399818807
-1772.9484743739,225.31659972017545
-1792.9862315798196,25.69434728436316
-1773.3908699664569,-73.93017863445681
-1794.3286312154974,58.201628114629855
-1788.4590212776247,-16.676058200612342
-1795.4812152498087,93.06442807425083
-1792.2506146109197,-19.4323677619291
-1791.6884777726775,11.184581718755554
-1792.8250127945846,152.35922756820128
-1796.1274260457742,120.72718943956063
-1796.8656858094018,136.48845345264388
-1789.9828819226743,2.42530074197198
-1795.8247200125684,115.47222224577929
-1793.749694980364,25.40848113991851
-1783.0908223859756,-34.54390051016318
-1781.7374889221726,-45.80629973773496
-1788.0641559178184,107.31629171144971
-1788.5594598658977,121.34734090119497
-1786.5052285431736,93.436181146966
-1780.1263109168308,-30.839723672487246
-1793.1209436057482,114.48237405005666
-1795.2928687015165,12.124929962138495
-1790.23732044842,61.77153703806725
-1796.7992170027073,172.2118796854473
-1789.101754466854,-35.574806737315
-1781.4776388221405,41.25487325215999
-1770.0467133153716,-67.01501220166679
-1789.3968816222239,-20.91360701606802
-1774.9698014626208,-10.320004338289843
-1770.361307655986,-14.525543213499374
-1785.0260553409148,50.01528499364044
-1789.9459636017916,82.78647053591354
-1797.3687488960982,82.18699122175201
-1787.754025473129,-37.10811658040775
-1779.9479535762048,-96.33286225048255
-1767.3032696540251,-81.94947777916406
-1782.6281870607247,-79.63487817699432
-1794.0110385046744,68.69283099513652
-1796.291950445294,1.3277560682466172
-1781.7415042969396,-52.27679849551884
-1795.9991616251734,22.94474777104202
-1795.4926460591228,70.16459339332081
-1789.4431679887223,-23.876937194188947
-1795.0028352312695,97.97201235974515
-1779.281833799661,81.1500007041767
-1776.0132186928802,-111.53216109542257
-1765.4553923886722,-162.56305602524813
-1795.8524801736871,117.97616956989278
-1781.4372080762325,-7.94673606630676
-1798.7351148713783,148.27717909497753
-1782.899536374694,12.33780566512891
-1791.457178054704,-67.27202002415189
-1794.7909823507457,4.517848792753936
-1786.9600698830225,-102.032237390562
-1798.7370235397311,17.393550088665695
-1795.2376676934402,-36.593274935251834
-1794.1107786718787,25.34522548720113
-1789.2559911258115,-28.377245490818193
-1797.5476229168362,-1.4394379897680596
-1795.104555700753,-6.608516365073986
-1796.2115769615043,9.024211474293143
-1798.245799990224,-46.3213580613987
-1795.0156393407149,45.81467760133713
-1772.6978268654589,69.02053138565111
-1776.648570637336,-26.397521899758377
-1794.7726720433639,46.34015221375993
-1784.3851978888292,49.09767137430015
-1799.0484307446857,226.57974848649573
-1799.2346489602858,47.81676893387209
-1680.7005445415757,-137.26111275777032
-1769.8999073948692,2.265833805853964
-1791.3685756221257,-28.532364041786227
74422.7977478837,-767.9677953385076
-1568.0639507240726,-203.22607840883072
-1775.026306068364,75.410269693763
-1801.140476596867,243.23806686965574
-1794.719226393005,49.21761461411699
-1800.0270228568754,73.61533063250103
-1796.5199010068338,77.01622854481495
-1781.7871360320473,39.91051221642327
-1794.9440182099454,37.928549633713736
-1796.0613890481247,87.87722606201497
-1799.036149555058,71.8664359612968
-1797.7115970553318,17.521078961579732
-1790.9996138439683,29.562286649997336
-1798.8429319507827,256.27748245767907
-1795.110715168201,78.94500897741455
-1773.2687992850986,77.54156826829443
-1776.1147953972957,-27.30132517272524
-1797.733165841153,-5.612393666634788
-1792.3048013241312,-5.855394384763004
-1791.9814683617633,1.0104818831651685
-1799.6054086379413,52.09567869625515
-1800.6820763536505,72.02003648518789
-1580.8100023619672,-154.12188556927163
-1796.979759944307,59.06499040469817
-1793.3532718394756,-21.76868339795578
-1794.525151714376,50.165758693064696
-1797.7274574164985,29.826238903153694
-1800.3094021507982,136.3807681878027
-1794.6159773336221,55.263815327419614
-1794.2376639606257,46.63747979394799
-1785.506863391121,8.107807993892806
-1796.9925112004446,94.67282101279577
-1770.2766580049472,-41.39909729826424
-1781.6106073175342,41.6414975273012
-1792.4593614658577,-66.80476386564018
-1786.3414488872074,-8.514261174080358
-1800.554269825526,49.78288244102206
-1798.2028477318113,30.348710909116075
-1799.0483973817709,38.28982932313068
-1800.132491115294,71.89810975368077
-1790.1596334443707,-37.092695297494686
-1789.3032823779374,-11.760566624891256
-1793.3841092249836,145.341715201275
-1788.2859392550004,-23.548698860963817
-1782.5615230912701,77.75988470833978
-1671.1601175506503,-86.73033327851562
-1651.1124332340767,-183.97073435021548
-1792.1896300755695,2.3990888062489404
-1775.840271816405,10.497847399587018
-1786.8789306405024,-38.59415839059054
-1785.749808733078,38.40677053114969
-1791.1192949582862,59.03062606921942
-1793.358704494915,63.76942229536162
-1786.809783210939,-3.8652998127075087
-1777.9986531944578,35.09093804882339
-1782.7247135765501,34.277604498691765
-1773.2125038720583,-73.69560943054515
-1785.4211403695315,14.603654204409898
-1794.9151803843945,54.66574336003028
-1795.6625175914387,-61.791035808075385
-1798.1514550930895,13.704423969771513
-1756.1895445891794,48.18553347765792
-1615.7345456699966,-100.77125069049438
-1748.455347050599,-86.02345876133745
-1752.7677719018218,-113.15178975549982
-1677.0263521192458,-173.74092075139856
-1716.1443735233065,-99.46942064929003
-1740.3099084289604,-89.86934991122426
-1732.0352320063505,-82.93680949512901
-1748.0426497264498,-16.33568973082203
-1734.938165008323,-83.61833487038956
-1781.0930368406073,118.45879916488956
-1756.562506793274,43.89726481516283
-1613.5534370716186,79.98120307827837
-1788.3083549301068,213.06028105383658
-1794.4976014372724,112.29654334731146
-1790.9506798032166,-9.261773889374608
-1799.1350668329487,125.03314930754881
-1796.3578230885994,-21.16788958068287
-1791.0396769714218,75.73615732944492
-1797.1675113752501,46.4719390399582
-1796.5330827240127,153.6967890801094
-1783.4945314854244,132.64305880142285
-1798.9820312672523,233.09167797368957
-1795.314987156553,191.47968248047812
-1461.4482921410313,-235.25859859067097
-1644.0646434225002,-35.99109570974583
-1641.9954646015528,-70.77771900553451
-1788.2588861556535,-0.7420400524432913
-1791.807202682695,-5.88278583973788
-1794.1783439829817,-38.658170548897736
-1792.8685869522242,49.90851379473885
-1800.0024957530452,100.5621206285226
-1767.7805457250004,-109.79631122253512
-1759.270441391398,8.448541222508977
-1766.720943754514,-78.26156067174475
-1791.0974971680746,-7.622007884071328
-1648.3396256880796,-182.9919053657489
-1722.620494951229,4.528632545889313
-1677.777576975778,-115.31471803465787
-1794.9206331308387,64.64976839854071
-1787.1933332918052,116.13690166718567
-1776.144645634318,23.41470769742801
-1795.5703892464805,155.63166495647928
-1778.2772292628943,-77.86107933941645
-1795.2513177793085,7.23499571732795
-1781.7857926347037,-9.467075983720427
-1764.5674440031682,-55.12599613473502
-1757.9520469016493,-72.58270188602897
-1699.2405703595653,-110.38143245063101
-1433.4409239270194,-185.46521722167307
-1255.4427024796828,-253.96389811498884
-1371.0198857543878,-190.6286826921519
-1693.1399372611777,-136.25972877036435
-1575.2124625605395,-158.1827959548029
-1787.8473834287845,-86.94916199062358
-1799.2316414955333,95.17217685149987
-1791.302098960237,-46.94308706386895
-1787.4929669781204,-9.272420522780582
-1790.4189921646423,87.85565964522209
-1789.3995623613253,-12.354724207533923
-1792.563903155691,24.93249645363325
-1796.577088340009,-21.06847498285252
-1793.7198833743112,5.319642500189196
-1796.2110102860374,64.40340321120838
-1800.5795626363536,172.262775538164
-1798.7235837325886,152.57328543759277
-1801.2014913422001,163.7142385197844
-1780.0300800001664,106.73828451798772
-1796.7497298024446,137.37101405013098
-1789.533644872744,131.0081560714621
-600.1438877898448,20.281312210391572
-1792.850218573103,73.80244368204927
-1794.9278241835746,71.76609285892614
-1781.0339754748952,-27.540996031272524
-1785.9681661530428,21.16942224967988
-1786.1042558948575,-14.014687888442626
-1786.7583130097003,14.55635134872449
-1783.5709309819672,9.782767349879174
-1630.1724507972356,-144.20108179709212
-1777.1762190542477,-44.2075966555436
-1772.3891437797554,2.19216929307178
-1780.5173076567346,-56.18804166835339
-1755.1161593656493,-18.790036036704088
-1750.3340514304593,17.92792992555088
-1779.3602230655363,14.767471500668648
-1791.0915104814478,1.8460443661049384
-1647.2875229120632,-201.27853270395724
-1797.0796206629832,111.96623439382365
-1795.8675301636629,131.1246965843436
-1777.8314465947371,-21.36766980362969
-1796.4037824454465,84.23081693056027
-1797.9861682158917,177.764444806248
-1797.6955256004721,138.68081846857976
-1797.3530659723804,142.58029856078372
-1784.9179734727234,76.74588798093362
-1782.4560501672845,137.52777339313306
-1768.1702961448636,169.29524076992857
-1774.1180006050267,38.02357363588461
-1774.8669408493834,143.94335452835261
-1760.9435320488424,115.4017593416624
-1792.0201674316647,149.4187099807114
-1726.1660455119447,163.73319869715635
-1786.089170879158,251.02299984666993
-1788.2156627787929,280.35837920673265
-1764.1321949279993,203.79498691266477
-1785.7434533698051,313.63553680695776
-1773.4601469029747,181.22949999314133
-1788.621684864465,397.72709832166447
-1791.9377417550754,225.4198370071528
-1776.1251311702613,310.510049753712
-1705.3513656861305,178.85702406363382
-1753.1515724015317,191.33931642897932
-1692.8595589205136,85.18033662736636
-1641.5809941461926,-21.756139933538414
-1663.6680650019284,14.127917744424664
-1756.2605971443488,-70.31240515399946
-1799.069828247159,213.5492222400689
-1162.2740582515944,160.9541508591236
-1798.2147576477741,215.9396473396056
-1785.5960023540567,143.15217624507792
-1792.02899540698,153.57579140576095
-1693.8249089030437,-89.01074089073957
-1745.681126414911,36.8666394950559
-1780.2358530771594,44.35736552904824
-1735.058754381874,-13.047745157364266
-1658.6495247765824,-213.47172161709085
-1780.8731478637935,55.67482334220782
-1694.9405386097808,27.626733237997666
-1792.0228292431432,191.97152000890264
-1770.4794801838946,167.6470120767498
-1786.3705599722023,38.48921642211895
-1684.9702568214725,119.10225972564875
-1794.1675742316436,103.07208770601085
-1787.1621689240683,108.5568710568628
-1793.3729108968857,292.64053698507087
-1800.6263528141112,308.35777574893285
-1666.211981894828,51.290611109004594
-1792.661426202644,237.74799436855088
-1614.8827214068133,35.77765972138485
-1796.8252871808759,250.19954903016674
-1786.7902133691082,149.67648405310712
-1771.7378883031286,156.78731619354414
-1682.4687959849439,129.69830108176717
-1722.2901829638377,104.06080861090075
-1755.3721794356977,-13.793927866905571
-1793.780879839927,33.292714163500904
-1794.801307651193,53.15157272595804
-1684.7540786528002,-100.48833084296862
-1734.941205517099,-55.47740533572898
-1568.2827491931876,-159.4789309277875
-1775.5868538346476,-72.69765021691232
-1755.8611482238546,-10.107400763145627
-1730.765920884645,9.323935864115873
-1784.4493681246145,66.42260022347496
-1796.9899095788771,92.01466805216
-1757.1212492603738,33.02422005643933
