contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,mean_0,mean_45,mean_90,mean_135,std_0,std_45,std_90,std_135,entropy_0,entropy_45,entropy_90,entropy_135,variance_0,variance_45,variance_90,variance_135,kurtosis_0,kurtosis_45,kurtosis_90,kurtosis_135,skewness_0,skewness_45,skewness_90,skewness_135,mean_R,std_R,skew_R,kurt_R,mean_G,std_G,skew_G,kurt_G,mean_B,std_B,skew_B,kurt_B,humoment_0,humoment_1,humoment_2,humoment_3,humoment_4,humoment_5,humoment_6,is_infected
347.95882352942255,438.404382929529,191.00320159314225,347.95882352942306,12.4092524509795,13.893348712030095,8.780499387254622,12.409252450979551,0.1042903338412409,0.09450221675656537,0.14863513256864638,0.10429033384124133,0.00013723453344266184,0.00012533008257988108,0.00019326109924667814,0.00013723453344266208,0.01171471439868091,0.01119509189689308,0.013901837980881454,0.011714714398680921,0.9296094700414517,0.911189593265263,0.9614146415950777,0.9296094700414619,1.52587890625e-05,1.5258789062500003e-05,1.52587890625e-05,1.5258789062499998e-05,4.314165219643746e-05,4.098236998538985e-05,5.21162134439769e-05,4.314165219643746e-05,1.5491676869477622,1.6006931508920776,1.3724902706180555,1.5491676869477622,1.8612021542383773e-09,1.6795546496193827e-09,2.7160997037381587e-09,1.861202154238377e-09,19.779432836360076,17.952324687864436,30.087153948276104,19.77943283636008,4.129487970841475,3.9257716299592764,5.08658686783016,4.129487970841476,109.09487915039062,102.3785400390625,85.2418212890625,53.57949143554877,49.81860791652659,41.88925604466944,0.44319905850461705,0.5307184978666665,0.4442149285187604,-0.5423648161034134,-0.2685407940469364,-0.3348098646124913,0.0016585329682783454,6.550489956668915e-10,1.8955469203725e-11,5.9082904918833564e-12,-3.2251869987675795e-23,2.643634288619093e-17,5.356590757895227e-23,1.0
505.1173560049146,800.4474432907849,380.3679534313909,505.11735600491755,14.496155024508642,18.372610534403556,11.697794117646467,14.496155024508624,0.09464759724371795,0.0796546347661639,0.1303777905918309,0.0946475972437177,0.00011719078524485687,9.970530069979922e-05,0.00015932545850753927,0.00011719078524485672,0.010825469285202229,0.009985254163004526,0.01262241888496572,0.010825469285202222,0.919030566675739,0.8715168901769509,0.9390299256193599,0.9190305666757232,1.52587890625e-05,1.5258789062500003e-05,1.52587890625e-05,1.5258789062499998e-05,3.943803783742482e-05,3.5896399654261186e-05,4.688584989097305e-05,3.943803783742483e-05,1.6587505212058913,1.7651999036756412,1.5533280789029482,1.6587505212058913,1.555358828466152e-09,1.2885515081384424e-09,2.198282919998858e-09,1.5553588284661522e-09,21.669580059471333,19.488895181623565,35.55060783049645,21.66958005947133,4.105650052653217,3.8763416083636653,5.270520532225574,4.105650052653216,115.99746704101562,109.38880920410156,86.59745788574219,58.77216243531661,56.82484827289927,46.14800394465324,0.3648578873414558,0.5411834168119721,0.5679331236372922,-0.8705884354118081,-0.5876554396780591,-0.2735508348624638,0.0015181464492643542,1.321792925658533e-09,2.849814110973757e-12,8.801999775980454e-12,-6.4356124655114804e-24,-1.6765952837850726e-16,-4.3611646428851754e-23,1.0
422.2970741421645,525.8295578622303,192.74227941176775,422.29707414215943,14.093612132352238,15.681830065355172,9.204871323528907,14.093612132352195,0.09425755823281376,0.08650555394424626,0.1412632139316635,0.09425755823281345,0.00012396871470708162,0.00011434634388536268,0.00018207484050604793,0.0001239687147070809,0.011134123885923023,0.010693284990374224,0.013493511051837024,0.01113412388592299,0.9129645195658962,0.8915468450396493,0.9602227135757974,0.9129645195658991,1.52587890625e-05,1.52587890625e-05,1.5258789062499995e-05,1.5258789062499997e-05,4.072814535933061e-05,3.8883879664481394e-05,5.045206577749181e-05,4.072814535933061e-05,1.599898761998509,1.650628927444852,1.3804668958829538,1.599898761998509,1.6587818244107636e-09,1.5119560977618695e-09,2.54541094121636e-09,1.6587818244107638e-09,21.035195919795342,19.830719169981915,30.80625237995786,21.035195919795346,4.0750334097342265,3.9387477730803844,4.997664666702215,4.075033409734226,116.7039794921875,104.96469116210938,79.92402648925781,53.9986231878225,49.38521241170983,39.625861939500005,0.19575760975350387,0.4194591708614626,0.5836235402566889,-0.8585124375529758,-0.40507076336385506,0.12279300188795572,0.0015625549340089263,2.0678023608816404e-08,1.114162463860011e-13,5.200550161629922e-11,7.052998909342109e-23,6.55273348412999e-15,-1.0342392926445752e-22,1.0
410.14764093139377,487.29765474804765,240.10370710785912,410.14764093139456,13.86109068627413,15.2072279892308,9.985110294117398,13.861090686274133,0.09216341589328296,0.08404189006057765,0.1338309174005357,0.09216341589328296,0.00015213875072087193,0.0001413376483565399,0.00022106553443987983,0.00015213875072087174,0.012334453807156275,0.011888551146230558,0.01486827274567829,0.012334453807156268,0.8926410146812196,0.872187826320164,0.9369927473707415,0.8926410146812245,1.5258789062499998e-05,1.52587890625e-05,1.52587890625e-05,1.52587890625e-05,4.570144923115957e-05,4.386126673056678e-05,5.603893035518319e-05,4.570144923115958e-05,1.5426491396514936,1.5827280591984132,1.384447451230026,1.5426491396514936,2.0886224618282557e-09,1.9238107192099243e-09,3.1403617153530713e-09,2.0886224618282565e-09,28.065697574569917,26.9814061486443,48.382503579046734,28.06569757456988,4.787380970673868,4.652020840988689,6.227309168066562,4.7873809706738655,100.9884033203125,93.43121337890625,81.4398193359375,47.408511616261954,42.99951702285095,38.90600304410299,0.7812442148761638,0.7543948357438044,0.6425829475639252,0.21363292886257357,0.2177713487621995,0.02001989242392055,0.001754461267008275,1.8023439705685627e-08,3.08458863586056e-11,1.2198331486083867e-11,6.335970228048143e-23,5.344291947475912e-16,-2.279780940592361e-22,1.0
434.46121323531224,552.4669896192289,223.50614276961346,434.46121323531696,14.038051470587463,16.010580545938947,9.521093749999425,14.038051470587922,0.09509186063228693,0.08482881242989938,0.14081017047203928,0.09509186063228688,0.0001193388660611305,0.00010632837073127694,0.00017632847792915375,0.00011933886606113104,0.010924232973583569,0.010311564902151222,0.013278873368217417,0.010924232973583593,0.9207847007647244,0.8991896733848188,0.9591813912430364,0.9207847007647194,1.52587890625e-05,1.52587890625e-05,1.5258789062499998e-05,1.52587890625e-05,3.985142331875812e-05,3.7277493701895706e-05,4.957548191171617e-05,3.9851423318758114e-05,1.6310882406091647,1.689502899336715,1.4239647046149413,1.6310882406091647,1.5881359405308586e-09,1.3896115366948739e-09,2.4577284067788976e-09,1.5881359405308582e-09,18.35898208468014,16.347435469761866,30.262189915623914,18.35898208468015,3.9003419128909145,3.650562108677331,4.988012830317545,3.9003419128909163,110.26248168945312,104.84651184082031,89.160888671875,54.89453622421962,52.687125687751895,45.48904447852952,0.30280636363054364,0.4008339108252221,0.3767406860990842,-0.7486048164245198,-0.5442118683282917,-0.4947306319056364,0.0015744934018599322,1.9348919820813116e-08,2.377743234318851e-11,1.7724750801652064e-11,1.6530479853873842e-22,-2.464777296034188e-15,-3.241598729951577e-22,1.0
473.89856004906125,596.5447750863067,124.51786151961049,473.8985600490606,14.733118872548825,16.45911572471541,7.502297794117587,14.733118872548738,0.09144555466338487,0.08465756868696225,0.16459839593666217,0.09144555466338433,0.00014196997924475753,0.0001311249141007364,0.0002595564018346257,0.00014196997924475748,0.011915115578321409,0.011450978739860467,0.016110754229229175,0.011915115578321407,0.9133202350839226,0.8908403116466452,0.977235118737786,0.9133202350839119,1.52587890625e-05,1.5258789062500003e-05,1.5258789062499998e-05,1.5258789062499998e-05,4.39711191903214e-05,4.204731574606716e-05,6.105477656794964e-05,4.397111919032141e-05,1.6363019727194044,1.6811193093168815,1.3011256831986648,1.6363019727194044,1.9334593228494506e-09,1.7679767614494673e-09,3.727685741762252e-09,1.9334593228494514e-09,33.630525785665206,32.23205611433046,64.12190047553025,33.63052578566518,5.118157467134178,4.984606651749448,7.099037141230647,5.118157467134175,100.92024230957031,93.79664611816406,79.53865051269531,56.17279778371465,52.05012427809603,44.692797725008106,0.7342238652561103,0.825856754047494,0.8366523338356366,-0.2780851399899005,-0.04101677361893996,0.051783887883335655,0.001772020254758258,1.5599745606783347e-08,1.0792634083003756e-11,1.3148686207369168e-11,1.3599187254083679e-22,8.867852883436296e-16,-7.772103608658873e-23,1.0
471.923345588265,566.3662591309538,118.23678002451317,471.9233455882665,15.150122549019686,16.516816608991668,7.414537377450997,15.15012254901962,0.08273922262588819,0.07819309619859008,0.15777276241904026,0.08273922262588809,0.00016939708060000985,0.0001593413115144966,0.00032503602505647654,0.0001693970806000108,0.013015263370366728,0.012623046839590535,0.018028755504928135,0.013015263370366764,0.8378869817154332,0.805105799283752,0.9592719880160403,0.8378869817154486,1.52587890625e-05,1.52587890625e-05,1.52587890625e-05,1.52587890625e-05,4.849704812692199e-05,4.688842946495198e-05,6.875191270354776e-05,4.849704812692199e-05,1.5043724340659181,1.538356550527753,1.163161830448473,1.5043724340659181,2.351963677024988e-09,2.198524817689777e-09,4.726825500396251e-09,2.351963677024988e-09,31.23796933688044,29.88237162273959,62.046724674715605,31.23796933688044,5.086722921094081,4.957391982862058,7.186645499670055,5.086722921094081,89.83538818359375,84.53114318847656,73.7886962890625,41.3432654375387,37.57693411024728,33.9050614229972,0.882859680182764,0.9259624944627193,0.9148416041996262,0.6273359403391754,0.7884103182279278,0.8007800370850324,0.0019468711780051802,1.4721166790836234e-09,1.3627955766281104e-11,2.6973823310504066e-12,-2.639921065667055e-24,3.0269577425495735e-17,-1.6139716457385692e-23,1.0
458.4806372549324,573.5144790463655,159.2851409313799,458.4806372549328,14.788694852941079,16.49600922721495,8.202634803921642,14.788694852941024,0.0871433235782697,0.07904779174912466,0.15461362309998572,0.08714332357826891,0.00016681440882112386,0.00015384589460078627,0.000297394913464779,0.00016681440882112327,0.012915665248879899,0.012403463008401576,0.017245141735131638,0.012915665248879877,0.8714946521969751,0.8389099467906237,0.9553181008560294,0.8714946521969749,1.5258789062499998e-05,1.5258789062500003e-05,1.52587890625e-05,1.5258789062499997e-05,4.808903443752368e-05,4.5985556538907835e-05,6.561292257753457e-05,4.808903443752369e-05,1.5276756214361362,1.5713649089483872,1.244538423564355,1.5276756214361362,2.312555233133339e-09,2.114671410193089e-09,4.305055609165546e-09,2.3125552331333392e-09,33.624279846519315,31.077972388862143,65.87733027584801,33.6242798465193,5.241781224717735,5.032249783422425,7.34924784910801,5.241781224717733,90.26132202148438,81.72221374511719,68.91757202148438,46.401700475253946,41.470450284296874,36.607784607405115,0.8448303492989152,0.9126629753180641,0.8988985882600938,0.1730735617642014,0.41669053210153395,0.36632541796629203,0.0020945007518980395,2.7515334107748006e-09,3.1296581854856107e-11,1.6204948209754417e-11,1.3137965962785928e-22,-7.921252241379701e-16,3.4046973776275465e-22,1.0
1051.879840686375,1302.0033986922722,273.66383272059113,1051.8798406863823,22.818014705879882,25.66958861975013,11.280652573528318,22.81801470587951,0.05966337052440817,0.054147842232005965,0.11539523595680508,0.059663370524407976,6.713116274390683e-05,6.176620620729404e-05,0.00012063512981785162,6.713116274390702e-05,0.008193360894279394,0.007859147931378697,0.01098340246999315,0.008193360894279406,0.8569652423849061,0.8229615575635146,0.9627815131706151,0.8569652423849073,1.52587890625e-05,1.52587890625e-05,1.5258789062499997e-05,1.5258789062499998e-05,2.8133780552488977e-05,2.6639197961924038e-05,4.0098819879943316e-05,2.8133780552488977e-05,1.887242666336613,1.920350792240607,1.5653586667310277,1.887242666336613,7.91509608175607e-10,7.096468680545778e-10,1.6079153557641375e-09,7.915096081756068e-10,7.429537022136117,6.9518517524561005,16.22181975922422,7.429537022136117,2.511937614384013,2.397058317617368,3.686010339784064,2.5119376143840135,126.43327331542969,118.79718017578125,87.62800598144531,63.07453701698558,61.509887163381805,52.53081576739581,0.19278842743792957,0.26539943376616876,0.3531198994218051,-0.9944418554970711,-0.9443664000579113,-0.7528445288166035,0.0013587651027016012,5.472518099592394e-10,6.123007781460628e-12,1.696605915573764e-12,5.025614453591676e-24,-1.421093026440099e-17,2.155392331188183e-24,1.0
739.5951746323772,872.7568473661211,271.41766237745486,739.5951746323757,17.88380821078255,19.59514033063569,10.753201593136257,17.883808210782718,0.08434484117985168,0.07709491344849079,0.12657764371239572,0.08434484117985196,8.597016472029771e-05,7.927131802879138e-05,0.0001285582017733518,8.597016472029924e-05,0.009272009745481166,0.00890344416665772,0.011338350928303102,0.009272009745481247,0.8903276400177141,0.8705169827634149,0.95975699632741,0.890327640017715,1.5258789062499995e-05,1.5258789062500003e-05,1.5258789062499998e-05,1.52587890625e-05,3.284767823578351e-05,3.125305867998353e-05,4.1578983146056964e-05,3.2847678235783514e-05,1.7871318011300223,1.822411330340269,1.5343495362216557,1.7871318011300223,1.0789699654815655e-09,9.767536768544937e-10,1.7288118394600892e-09,1.0789699654815657e-09,10.735391705097065,9.381122457349445,15.401081930430209,10.735391705097062,3.0353331566400144,2.8510956518487145,3.700624937854183,3.035333156640013,136.01719665527344,128.29771423339844,86.56367492675781,59.902758014794315,59.52356084203987,50.72783372758366,-0.05210092949512863,0.12631250891145443,0.41115189251891143,-0.9266374632113625,-0.8361876144117502,-0.4903017901357476,0.0012968667507222563,7.735345920667897e-09,1.4469408417243443e-12,2.9690723158115933e-13,6.417060820660113e-26,1.3585927350493e-17,1.8372175957865332e-25,1.0
