1.400367149123027048e+03,-4.750089616137158828e+02,-5.069384037429517775e+01,-1.690969537162573602e+02,-1.497822247144087271e+02
8.684849045826498468e+02,4.611620775953767861e+02,-2.982940789674443067e+02,-7.238788632460099848e+01,2.471725946257714099e+02
-3.079133680204983648e+03,-3.739264643006443976e+02,3.387362661244065976e+02,1.301496134936024305e+02,-6.408943801407188801e+01
-3.521935941253105739e+03,-1.562317050133848113e+02,-5.017466527446583768e+01,-2.252699865110740518e+02,1.860312457179933006e+02
-1.288267625178264780e+03,-9.765181571203773103e+01,-1.397182826035763696e+02,-1.148501356515432121e+02,2.579275365375440288e+01
-2.958638135972359464e+02,7.247597043409596154e+02,-1.594383733879593024e+02,1.375382214763522768e+02,-1.772418995660143537e+01
-4.369822548777622615e+03,5.688531370414410731e+02,-1.157410455738770878e+02,2.920721523676653533e+02,-8.362707511306352615e+01
-3.293061532198077202e+03,1.488479227224941894e+02,-1.169155499257443438e+02,1.420849836344462176e+02,-1.004816225466365438e+02
-2.441218952301672743e+03,8.370886622910508095e+02,-1.137235755433648023e+02,2.081584374251499412e+02,-2.929392543966056905e+02
1.513907441671521781e+02,4.932152235788514645e+02,-3.308306588398035615e+02,4.646116685445393557e+01,3.872503932753393485e+01
-1.348505164823446307e+02,2.191007903857120880e+02,3.360051718149794198e+01,5.238392166931377858e+01,-4.648729546442722835e+02
5.512939073276513682e+02,-3.165976291513568981e+02,8.986509170482382558e+01,9.535658087648953085e+01,-3.631380855944332779e+02
-1.209186332868637692e+03,5.832846397585433351e+01,3.163790066043234006e+01,9.189617300565387836e+01,-1.747746433680507323e+02
-6.355824536744338502e+02,-1.216907564374993314e+02,-2.074256818648350418e+02,1.189157962218632925e+01,-1.334377421382664011e+02
1.120475256735163612e+03,-5.096569614724051576e+02,-2.810093046347124073e+02,-1.959461529378218643e+02,-2.683014530119208416e+02
2.609956343850312805e+03,-1.931085942995824496e+02,2.799731427491262252e+02,-8.073293560682476766e+01,-3.873309615526626999e+02
2.397720005146521089e+03,-3.679608091205283813e+02,1.413084193572679226e+02,-1.639711826826839172e+02,-1.667074264262673182e+02
2.723920270935194822e+03,3.361065400168418194e+01,1.555187242657940487e+02,-3.137617635121052118e+01,-8.637044278609018022e+01
8.939254578402720881e+02,-4.195469128872009037e+02,-2.574933332009233027e+02,-5.124942405523920286e+01,-1.983172913625619458e+02
3.147899920897224547e+03,-8.319846846070443007e+02,3.855672724078997931e+02,1.284596190325162866e+02,-1.004503942362154305e+02
